Tab Name,Field Name,Named Range,Input,Calculated,Dropdown,Formula Type,Data Type,Row Hidden,Column Hidden,Notes,Cell Ref
File Info,Certification Expiration Date,,Yes,No,No,,s,No,No,,Q562
File Info,Tax ID,,Yes,No,No,,s,No,No,,X562
File Info,Comments,,Yes,No,No,,s,No,No,,AM562
File Info,N1_txtMAIAppraisers,,Yes,No,No,,f,No,No,,AU597
File Info,N1_txtMAIAppraisersHasHave,,No,Yes,No,Conditional,f,No,No,,AU598
File Info,Populated?,,Yes,No,No,,s,No,No,,AY607
File Info,Populated and MAI?,,No,Yes,No,Conditional,f,No,No,,AY610
File Info,N1_txtPriorAppraisers,,Yes,No,No,,f,No,No,,AU613
File Info,N1_txtPriorAppraisersHasHave,,No,Yes,No,Conditional,f,No,No,,AU614
File Info,Populated and Prior Services?,,No,Yes,No,Conditional,f,No,No,,AY626
File Info,N1_txtInspectedAppraisers,,Yes,No,No,,f,No,No,,AU629
File Info,N1_txtInspectedAppraisersHasHave,,No,Yes,No,Conditional,f,No,No,,AU630
Settings,What is the PVA Property Type?,,Yes,No,Yes,,s,No,No,,G6
Settings,What agency is this job for?,,Yes,No,Yes,,s,No,No,,G10
Settings,Rounding: Formula (recommended) or Set Multiple,,Yes,No,Yes,,s,No,No,,G28
Settings,File-wide Rounding Multiple,,No,Yes,No,Lookup,f,No,No,,G29
Settings,File-wide Rounding Multiple per UOM,,No,Yes,No,Lookup,f,No,No,,G30
Settings,Subject Unit of Comparison,,No,Yes,Yes,Lookup,f,No,No,,G31
Settings,For Multi-Family: Unit Count Unit of Comparison (MF Market Rent),,No,Yes,No,Lookup,f,No,No,,G32
Settings,For Mixed-Use: Include Commercial units in total unit count?,,Yes,No,Yes,,s,No,No,,G33
Settings,Do you need External Obsolescence Analysis,,Yes,No,Yes,,s,No,No,,G62
Settings,Do you have Cost Comparables?,,Yes,No,Yes,,s,No,No,,G63
Settings,Do your Cost Comps have Indirect/Soft Costs?,,Yes,No,Yes,,s,No,No,,G64
Settings,Do you have a Construction Budget?,,Yes,No,Yes,,s,No,No,,G65
Settings,Is it a Going Concern Value?,,Yes,No,Yes,,s,No,No,,G67
Settings,Include EGIM Analysis?,,Yes,No,Yes,,s,No,No,,G72
Settings,How many Lease Grids do you need?,,Yes,No,No,,n,No,No,,G78
Settings,How many historical financials will you spread?,,Yes,No,No,,n,No,No,,G79
Settings,How does your market quote rental rates?,,Yes,No,Yes,,s,No,No,,G80
Settings,Do you have a budget to spread?,,Yes,No,Yes,,s,No,No,,G81
Settings,Do you need to present Lease Abstracts?,,Yes,No,Yes,,s,No,No,,G82
Settings,Is the subject stabilized?,,Yes,No,Yes,,s,No,No,,G83
Settings,How many projections are needed?,,Yes,No,Yes,,n,No,No,,G84
Settings,Include Reserves in Operating Expense Ratio?,,Yes,No,Yes,,s,No,No,,G85
Settings,"Do you need a Direct Cap, DCF, or both",,Yes,No,Yes,,s,No,No,,G86
Settings,Deal Identifier,,No,Yes,No,Calculation,f,No,No,,G105
"Dates, Premises",Report Date,,Yes,No,No,,d,No,No,,I13
"Dates, Premises",Exposure Time,,No,Yes,No,Calculation,f,No,No,,Y22
"Dates, Premises",As Is,,No,Yes,No,Calculation,f,No,No,,G23
"Dates, Premises",Upon Stabilization,,Yes,No,Yes,,s,No,No,,F26
"Dates, Premises",As Completed,,Yes,No,Yes,,s,No,No,,F27
"Dates, Premises",As-If Completed,,Yes,No,Yes,,s,No,No,,F28
"Dates, Premises",As Stable,,Yes,No,Yes,,s,No,No,,F29
"Dates, Premises",As-If Stabilized,,Yes,No,Yes,,s,No,No,,F30
"Dates, Premises",Hypothetical,,Yes,No,Yes,,s,No,No,,F31
"Dates, Premises",Liquidation,,Yes,No,Yes,,s,No,No,,F32
"Dates, Premises",Prior Services,,No,Yes,Yes,PassThrough,f,No,No,[PASS-THROUGH],I61
"Contracts, History",Oldest Sale,,No,Yes,No,Calculation,f,No,No,,U14
"Contracts, History",Transaction,,Yes,No,No,,s,No,No,,F15
"Contracts, History",Price,,No,Yes,No,Conditional,f,No,No,,G15
"Contracts, History",< Type,,Yes,No,No,,s,No,No,,V15
"Contracts, History",Date,,Yes,No,No,,d,No,No,,G16
"Contracts, History",< Price,,Yes,No,No,,s,No,No,,V16
"Contracts, History",Days on Market,,No,Yes,No,Conditional,f,No,No,,G17
"Contracts, History",< Date,,Yes,No,No,,s,No,No,,V17
"Contracts, History",Book/Page or Reference Doc.,,Yes,No,No,,s,No,No,,G18
"Contracts, History",25864756,,Yes,No,No,,s,No,No,,V18
"Contracts, History",Grantor,,Yes,No,No,,s,No,No,,G19
"Contracts, History",MARKHAM APARTMENTS LP,,Yes,No,No,,s,No,No,,V19
"Contracts, History",MARKHAM OWNER LLC,,Yes,No,No,,s,No,No,,V20
"Contracts, History",Grantee,,Yes,No,No,,s,No,No,,F21
"Contracts, History",Property Rights,,Yes,No,Yes,,s,No,No,,G21
"Contracts, History",Financing,,Yes,No,No,,s,No,No,,F23
"Contracts, History",Conditions of Sale,,Yes,No,No,,s,No,No,,F24
"Contracts, History",< Conditions,,Yes,No,No,,s,No,No,,V24
"Contracts, History",Legal Description,,Yes,No,No,,s,No,No,,F25
"Contracts, History",< Legal Desc.,,Yes,No,No,,s,No,No,,V25
"Contracts, History",Verification Source,,Yes,No,No,,s,No,No,,F26
"Contracts, History",Listing Agency,,Yes,No,No,,s,No,No,,F27
"Contracts, History",Listing/MLS #,,Yes,No,No,,s,No,No,,F28
"Contracts, History",< Verification,,Yes,No,No,,s,No,No,,V28
"Contracts, History",Sales History,,No,Yes,No,Conditional,f,No,No,,G32
"Contracts, History",Export Subject to Database,,Yes,No,Yes,,s,No,No,,G39
"Contracts, History",Price Display in Grids?,,No,Yes,No,Conditional,f,No,No,,F45
"Contracts, History",Transfer,,No,Yes,No,Conditional,f,No,No,,G45
"Contracts, History",Price Per Usable Acres,,No,Yes,No,Conditional,f,No,No,,G55
"Contracts, History",Price Per Usable Land SF,,No,Yes,No,Conditional,f,No,No,,G57
"Contracts, History",Price Per Buildable SF,,No,Yes,No,Conditional,f,No,No,,G61
"Contracts, History",Price Per Primary Frontage,,No,Yes,No,Conditional,f,No,No,,G63
"Contracts, History",Price Per FAR,,No,Yes,No,Conditional,f,No,No,,G65
"Contracts, History",Price Per Room,,No,Yes,No,Conditional,f,No,No,,G67
"Contracts, History",Price Per Bedroom,,No,Yes,No,Conditional,f,No,No,,G69
"Contracts, History",Price Per Bed,,No,Yes,No,Conditional,f,No,No,,G71
"Contracts, History",Price Per Bay,,No,Yes,No,Conditional,f,No,No,,G73
"Contracts, History",Price Per Spaces,,No,Yes,No,Conditional,f,No,No,,G75
"Contracts, History",Price Per Land Sq. Meters,,No,Yes,No,Calculation,f,No,No,,G77
"Contracts, History",Price Per Land Hectares,,No,Yes,No,Calculation,f,No,No,,G79
"Contracts, History",Price Per GBA Meters,,No,Yes,No,Calculation,f,No,No,,G81
"Contracts, History",Price Per RA Meters,,No,Yes,No,Calculation,f,No,No,,G83
"Contracts, History",Customize,,Yes,No,Yes,,s,No,No,,AC89
"Contracts, History",Transaction Records,,No,Yes,No,Conditional,f,No,No,,AC92
"Contracts, History",Contracts_SaleHistoryTable_Toggle,,Yes,No,Yes,,s,No,No,,Z96
"Contracts, History",Concluded Value,,No,Yes,No,Calculation,f,No,No,,AP142
"Contracts, History",N1_txtConclValuePctDiffFromContract >>,,No,Yes,No,Calculation,f,No,No,,AP143
"Contracts, History",N1_txtConclValuePctDiffFromContractText >>,,No,Yes,No,Conditional,f,No,No,,AP144
Scope,The problem to be solved is,,No,Yes,No,Calculation,f,No,No,,H13
Scope,The intended user(s) of the appraisal is/are the,,No,Yes,Yes,Conditional,f,No,No,,H17
Scope,Intended users,,No,Yes,No,Conditional,f,No,No,,H19
Scope,Report Format,,No,Yes,No,Conditional,f,No,No,,H28
Scope,USPAP Report Type Description,,No,Yes,No,Conditional,f,No,No,,H30
Scope,Restricted Appraisal Report,,Yes,No,No,,s,No,No,,E36
Scope,Evaluation Appraisal Report,,Yes,No,No,,s,No,No,,E39
Scope,A Cost Approach was considered and,,Yes,No,Yes,,s,No,No,,H72
Scope,was,,Yes,No,No,,s,No,No,,H76
Scope,A Sales/Direct Comparison Approach was considered and,,Yes,No,Yes,,s,No,No,,H78
Scope,Is this a 'Land Only' appraisal?,,Yes,No,Yes,,s,No,No,,H84
Scope,An Income Approach was considered and,,Yes,No,Yes,,s,No,No,,H88
Scope,A unit sales approach (Subdivision/Development) was considered and,,Yes,No,Yes,,s,No,No,,H92
Scope,Canadian,,No,Yes,No,Conditional,f,No,No,,E96
Scope,An Extraordinary Limiting Condition,,Yes,No,Yes,,s,No,No,,H96
Scope,Client,,No,Yes,No,Calculation,f,No,No,,S110
Scope,Purpose of the Appraisal,,No,Yes,No,Calculation,f,No,No,,S111
Scope,Intended Use,,No,Yes,No,Calculation,f,No,No,,S112
Scope,Intended User(s),,No,Yes,No,Conditional,f,No,No,,S113
Scope,Property Rights Definition,,No,Yes,No,Lookup,f,No,No,,S117
Scope,N1_chtScopeDisplayTable,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],R123
Scope,Cost Approach,,Yes,No,Yes,,s,No,No,,Z149
Scope,Sales Comparison Approach,,Yes,No,Yes,,s,No,No,,Z150
Scope,Applicable,,Yes,No,Yes,,s,No,No,,AA150
Scope,Income Capitalization Approach,,Yes,No,Yes,,s,No,No,,Z151
Scope,Utilized Approaches to Value,,Yes,No,No,,s,No,No,,AL161
Scope,Income Approach,,No,Yes,No,Conditional,f,No,No,,AM169
Scope,Market Data,,Yes,No,No,,s,No,No,,AO182
Scope,Subject Ownership & Transaction History,,Yes,No,No,,s,No,No,,AO183
Scope,Subject Assessment & Tax Data,,No,Yes,No,Calculation,f,No,No,,AO184
Scope,Subject Site Data,,Yes,No,No,,s,No,No,,AO185
Scope,Subject Zoning Data,,No,Yes,No,Calculation,f,No,No,,AO186
Scope,Subject Improved Data,,Yes,No,No,,s,No,No,,AO187
Scope,Sale Comparables,,Yes,No,No,,s,No,No,,AO188
Scope,Lease Comparables,,Yes,No,No,,s,No,No,,AO189
Scope,Expense Comparables,,Yes,No,No,,s,No,No,,AO190
Scope,Subject Construction Estimates,,Yes,No,No,,s,No,No,,AO191
Scope,Subject Operating Data,,Yes,No,No,,s,No,No,,AO192
Scope,Certification Required Language,,No,Yes,No,Conditional,f,No,No,,AS214
Site,Column,,Yes,No,No,,s,No,No,,W10
Site,Choose Number of Parcels,,Yes,No,Yes,,f,No,No,,AC12
Site,Active PropertyType,,No,Yes,No,Conditional,f,No,No,,U19
Site,Multi-Family|Mobile/Manufactured Home Park,,Yes,No,Yes,,s,No,No,,A20
Site,Parcel ID,,No,Yes,No,Calculation,f,No,No,,AB20
Site,Parcel 13,,No,Yes,No,Conditional,f,No,No,,AO20
Site,Parcel 14,,No,Yes,No,Conditional,f,No,No,,AP20
Site,Parcel 15,,No,Yes,No,Conditional,f,No,No,,AQ20
Site,Parcel 16,,No,Yes,No,Conditional,f,No,No,,AR20
Site,Parcel 17,,No,Yes,No,Conditional,f,No,No,,AS20
Site,Parcel 18,,No,Yes,No,Conditional,f,No,No,,AT20
Site,Parcel 19,,No,Yes,No,Conditional,f,No,No,,AU20
Site,Parcel 20,,No,Yes,No,Conditional,f,No,No,,AV20
Site,Location,,No,Yes,No,Conditional,f,No,No,,Z21
Site,Parcel 1,,No,Yes,No,Calculation,f,No,No,,AB21
Site,Land Use,,No,Yes,No,Conditional,f,No,No,,Z22
Site,Current Use,,No,Yes,No,Conditional,f,No,No,,Z23
Site,Proposed Use,,No,Yes,No,Conditional,f,No,No,,Z24
Site,Highest and Best Use Site as Vacant,,No,Yes,No,Conditional,f,No,No,,Z25
Site,Highest and Best Use Comments Site as Vacant,,No,Yes,No,Calculation,f,No,No,,AB26
Site,Highest and Best Use Site as Improved,,No,Yes,No,Calculation,f,No,No,,AB27
Site,Highest and Best Use Comments Site as Improved,,No,Yes,No,Conditional,f,No,No,,Z28
Site,Traffic Count (Primary Frontage),,No,Yes,No,Conditional,f,No,No,,Z29
Site,Traffic Count (Secondary Frontage),,No,Yes,No,Conditional,f,No,No,,Z30
Site,Traffic Count (Tertiary Frontage),,No,Yes,No,Conditional,f,No,No,,Z31
Site,Traffic Count Date,,No,Yes,No,Conditional,f,No,No,,Z32
Site,Concatenate,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],AB33
Site,Map Latitude,,No,Yes,No,Conditional,f,No,No,,Z35
Site,Map Longitude,,No,Yes,No,Conditional,f,No,No,,Z36
Site,Gross Land Area (Sq Ft),,No,Yes,No,Conditional,f,No,No,,Z38
Site,Gross Land Area (Acres),,No,Yes,No,Conditional,f,No,No,,Z39
Site,Excess Land Area (Sq Ft),,No,Yes,No,Conditional,f,No,No,,Z40
Site,Excess Land Area (Acres),,No,Yes,No,Conditional,f,No,No,,Z41
Site,Usable Land Area (Sq Ft),,No,Yes,No,Conditional,f,No,No,,Z42
Site,Usable Land Area (Acres),,No,Yes,No,Conditional,f,No,No,,Z43
Site,Easement Land Area (Sq Ft),,No,Yes,No,Conditional,f,No,No,,Z44
Site,Easement Land Area (Acres),,No,Yes,No,Conditional,f,No,No,,Z45
Site,Source for Land Area,,No,Yes,No,Conditional,f,No,No,,Z46
Site,Proposed SF,,No,Yes,No,Conditional,f,No,No,,Z51
Site,Proposed Units,,No,Yes,No,Conditional,f,No,No,,Z52
Site,Gross Land Area (Hectares),,No,Yes,No,Conditional,f,No,No,,Z54
Site,Gross Land Area (Sq Meters),,No,Yes,No,Conditional,f,No,No,,Z55
Site,Excess Land Area (Hectares),,No,Yes,No,Aggregation,f,No,No,,AB56
Site,Excess Land Area (Sq Meters),,No,Yes,No,Aggregation,f,No,No,,AB57
Site,Usable Land Area (Hectares),,No,Yes,No,Aggregation,f,No,No,,AB58
Site,Usable Land Area (Sq Meters),,No,Yes,No,Aggregation,f,No,No,,AB59
Site,Excess Land Area Comments,,No,Yes,No,Calculation,f,No,No,,AB60
Site,Usable Land Area Comments,,No,Yes,No,Calculation,f,No,No,,AB61
Site,Land Units,,No,Yes,No,Conditional,f,No,No,,Z62
Site,Land Unit Type,,No,Yes,No,Conditional,f,No,No,,Z63
Site,Approved or Zoned,,No,Yes,No,Conditional,f,No,No,,Z64
Site,Corner Lot,,No,Yes,No,Conditional,f,No,No,,Z65
Site,Dimensions,,No,Yes,No,Conditional,f,No,No,,Z66
Site,Primary Frontage Street Name,,No,Yes,No,Conditional,f,No,No,,Z67
Site,Secondary Frontage Street Name,,No,Yes,No,Conditional,f,No,No,,Z68
Site,Tertiary Frontage Street Name,,No,Yes,No,Conditional,f,No,No,,Z69
Site,Road Frontage,,No,Yes,No,Conditional,f,No,No,,Z70
Site,Frontage - Primary Street (Feet),,No,Yes,No,Conditional,f,No,No,,Z71
Site,Frontage - Secondary Street (Feet),,No,Yes,No,Conditional,f,No,No,,Z72
Site,Frontage - Tertiary Street (Feet),,No,Yes,No,Conditional,f,No,No,,Z73
Site,Average Depth (Feet),,No,Yes,No,Conditional,f,No,No,,Z74
Site,Water Frontage (Feet),,No,Yes,No,Conditional,f,No,No,,Z75
Site,Effective Water Frontage (Feet),,No,Yes,No,Conditional,f,No,No,,Z76
Site,Metric  Measures,,No,Yes,No,Conditional,f,No,No,,Z77
Site,Frontage - Primary Street (Meters),,No,Yes,No,Conditional,f,No,No,,Z78
Site,Frontage - Secondary Street (Meters),,No,Yes,No,Conditional,f,No,No,,Z79
Site,Average Depth (Meters),,No,Yes,No,Conditional,f,No,No,,Z80
Site,Water Frontage (Meters),,No,Yes,No,Conditional,f,No,No,,Z81
Site,Effective Water Frontage (Meters),,No,Yes,No,Conditional,f,No,No,,Z82
Site,View,,No,Yes,No,Conditional,f,No,No,,Z83
Site,Access,,No,Yes,No,Conditional,f,No,No,,Z84
Site,Site Visibility,,No,Yes,No,Conditional,f,No,No,,Z85
Site,Street Lighting,,No,Yes,No,Calculation,f,No,No,,AB86
Site,Sidewalks,,No,Yes,No,Calculation,f,No,No,,AB87
Site,Curb and Gutter,,No,Yes,No,Calculation,f,No,No,,AB88
Site,Drainage,,No,Yes,No,Conditional,f,No,No,,Z89
Site,Landscaping,,No,Yes,No,Conditional,f,No,No,,Z90
Site,Topography,,No,Yes,No,Conditional,f,No,No,,Z92
Site,Shape,,No,Yes,No,Conditional,f,No,No,,Z94
Site,Soil Conditions,,No,Yes,No,Calculation,f,No,No,,AB96
Site,FEMA Map #,,No,Yes,No,Conditional,f,No,No,,Z98
Site,FEMA Map Date,,No,Yes,No,Conditional,f,No,No,,Z99
Site,Flood Zone,,No,Yes,No,Conditional,f,No,No,,Z100
Site,In Flood Plain,,No,Yes,No,Conditional,f,No,No,,Z101
Site,Area in Flood Zone,,No,Yes,No,Conditional,f,No,No,,Z102
Site,Flood Zone Comments,,No,Yes,No,Calculation,f,No,No,,AB103
Site,Site in Earthquake Zone,,No,Yes,No,Calculation,f,No,No,,AB104
Site,Earthquake Hazard Risk,,No,Yes,No,Conditional,f,No,No,,Z105
Site,Earthquake Zone Comments,,No,Yes,No,Conditional,f,No,No,,Z106
Site,Encumbrance / Easement Description,,No,Yes,No,Conditional,f,No,No,,Z107
Site,Environmental Issues,,No,Yes,No,Conditional,f,No,No,,Z108
Site,Wetlands Type,,No,Yes,No,Conditional,f,No,No,,Z109
Site,Wetland Acres,,No,Yes,No,Conditional,f,No,No,,Z110
Site,Percent Wetlands,,No,Yes,No,Conditional,f,No,No,,Z111
Site,Wetlands and Watershed Comments,,No,Yes,No,Calculation,f,No,No,,AB112
Site,Adequacy of Utilities,,No,Yes,No,Conditional,f,No,No,,Z115
Site,Public Electricity,,No,Yes,No,Calculation,f,No,No,,AB116
Site,Water Supply Type,,No,Yes,No,Calculation,f,No,No,,AB117
Site,Sewer Type,,No,Yes,No,Calculation,f,No,No,,AB118
Site,Natural Gas,,No,Yes,No,Calculation,f,No,No,,AB119
Site,Utilities,,No,Yes,No,Conditional,f,No,No,,Z120
Site,Underground Utilities,,No,Yes,No,Calculation,f,No,No,,AB121
Site,Irrigation Water,,No,Yes,No,Calculation,f,No,No,,AB122
Site,Irrigation Water Description,,No,Yes,No,Calculation,f,No,No,,AB123
Site,Rail Access,,No,Yes,No,Conditional,f,No,No,,Z124
Site,Water/Port Access,,No,Yes,No,Calculation,f,No,No,,AB125
Site,Water/Port Access Description,,No,Yes,No,Calculation,f,No,No,,AB126
Site,Entitlements,,No,Yes,No,Conditional,f,No,No,,Z127
Site,Distance from Campus,,No,Yes,No,Conditional,f,No,No,,Z128
Site,On/Off Hospital Campus,,No,Yes,No,Conditional,f,No,No,,Z129
Site,HSPI Index,,No,Yes,No,Conditional,f,No,No,,Z130
Site,Site Analysis & Comments,,No,Yes,No,Conditional,f,No,No,,Z131
Site,Soil Type,,No,Yes,No,Conditional,f,No,No,,Z139
Site,Productivity Index,,No,Yes,No,Conditional,f,No,No,,Z140
Site,Tillable Acres,,No,Yes,No,Conditional,f,No,No,,Z141
Site,Percent Tillable,,No,Yes,No,Conditional,f,No,No,,Z142
Site,Woodland Acres,,No,Yes,No,Conditional,f,No,No,,Z143
Site,Other Acres,,No,Yes,No,Conditional,f,No,No,,Z144
Site,Waste Acres,,No,Yes,No,Conditional,f,No,No,,Z145
Site,Home Site Acres,,No,Yes,No,Conditional,f,No,No,,Z146
Site,Ctrl+Home to top,,Yes,No,No,,s,No,No,,Y149
Site,Banded Rows,,Yes,No,Yes,,s,No,No,,BR157
Site,Multi-Family|Student-Oriented Housing,,No,Yes,Yes,PassThrough,f,No,No,[PASS-THROUGH],BC159
Site,Multi-Family|Affordable,,No,Yes,Yes,PassThrough,f,No,No,[PASS-THROUGH],BD159
Site,Tip: Change column width and row height to fit data (unprotect sheet first),,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],BT163
Site,Totals,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],CO182
Site,Parcel 2,,No,Yes,No,Calculation,f,No,No,,BV183
Site,Parcel 3,,No,Yes,No,Calculation,f,No,No,,BW183
Site,Parcel 4,,No,Yes,No,Calculation,f,No,No,,BX183
Site,Parcel 5,,No,Yes,No,Calculation,f,No,No,,BY183
Site,Parcel 6,,No,Yes,No,Calculation,f,No,No,,BZ183
Site,Parcel 7,,No,Yes,No,Calculation,f,No,No,,CA183
Site,Parcel 8,,No,Yes,No,Calculation,f,No,No,,CB183
Site,Parcel 9,,No,Yes,No,Calculation,f,No,No,,CC183
Site,Parcel 10,,No,Yes,No,Calculation,f,No,No,,CD183
Site,Parcel 11,,No,Yes,No,Calculation,f,No,No,,CE183
Site,Parcel 12,,No,Yes,No,Calculation,f,No,No,,CF183
Site,N1SiteSizeTable,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],BT201
Site,N1SiteCharacteristicsTable,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],BT229
Site,Percent in Flood Zone,,No,Yes,No,Calculation,f,No,No,,BU234
Site,N1SiteHazardsTable,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],BT248
Site,N1SiteUtilitiesTable,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],BT263
