Tab Name,Field Name,Dropdown Values,Cell Ref
File Info,Show,"""Show,Hide""",AK545
File Info,Show,"""Show,Hide""",AK546
File Info,Show,"""Show,Hide""",AK547
Settings,What is the PVA Property Type?,_Property_Types,G6
Settings,What agency is this job for?,"""None,Fannie,Freddie,HUD""",G10
Settings,Rounding: Formula (recommended) or Set Multiple,"""Set Multiple,Rounding Formula""",G28
Settings,Subject Unit of Comparison,pvaUOC_DD,G31
Settings,For Mixed-Use: Include Commercial units in total unit count?,"""No,Yes""",G33
Settings,Do you need External Obsolescence Analysis,"""No,Yes""",G62
Settings,Do you have Cost Comparables?,"""No,Yes""",G63
Settings,Do your Cost Comps have Indirect/Soft Costs?,"""No,Yes""",G64
Settings,Do you have a Construction Budget?,"""No,Yes""",G65
Settings,Is it a Going Concern Value?,"""No,Yes""",G67
Settings,Include EGIM Analysis?,"""Yes,No""",G72
Settings,How does your market quote rental rates?,"""$/SF/Year,$/SF/Mo""",G80
Settings,Do you have a budget to spread?,"""Yes,No""",G81
Settings,Do you need to present Lease Abstracts?,"""Yes,No""",G82
Settings,Is the subject stabilized?,"""Yes,No""",G83
Settings,How many projections are needed?,"""Yes,No""",G84
Settings,Include Reserves in Operating Expense Ratio?,"""Yes,No""",G85
Settings,"Do you need a Direct Cap, DCF, or both","""Direct Cap Only, DCF Only, Both""",G86
Settings,Senior Housing: Show full COA for Hist. Input Dropdowns,"""Yes,No""",G89
"Dates, Premises",As Is,pvaValueTypeDD,I23
"Dates, Premises",Market Value As Is,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O23
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q23
"Dates, Premises",Marketing Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O24
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q24
"Dates, Premises",Marketing Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O25
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q25
"Dates, Premises",Upon Stabilization,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F26
"Dates, Premises",Marketing Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O26
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q26
"Dates, Premises",As Completed,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F27
"Dates, Premises",Marketing Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O27
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q27
"Dates, Premises",As-If Completed,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F28
"Dates, Premises",Marketing Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O28
"Dates, Premises",Exposure Time,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q28
"Dates, Premises",As Stable,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F29
"Dates, Premises",Unknown_Field_O29,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O29
"Dates, Premises",Unknown_Field_Q29,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q29
"Dates, Premises",As-If Stabilized,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F30
"Dates, Premises",Unknown_Field_O30,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O30
"Dates, Premises",Unknown_Field_Q30,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q30
"Dates, Premises",Hypothetical,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F31
"Dates, Premises",Unknown_Field_O31,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O31
"Dates, Premises",Unknown_Field_Q31,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q31
"Dates, Premises",Liquidation,"""Upon Completion,As-If Completed,Upon Stabilization,As-If Stabilized,Hypothetical,Liquidation,Disposition""",F32
"Dates, Premises",Unknown_Field_O32,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",O32
"Dates, Premises",Unknown_Field_Q32,"""1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 18 months, 2 years""",Q32
"Dates, Premises",Prior Services,List124,I61
"Dates, Premises",Toggle Display,ShowHideAutoDD,W79
"Dates, Premises",Show,ShowHideAutoDD,W80
"Dates, Premises",Auto,ShowHideAutoDD,W81
"Dates, Premises",Auto,ShowHideAutoDD,W82
"Dates, Premises",Unknown_Field_W90,ShowHideAutoDD,W90
"Dates, Premises",Show,ShowHideAutoDD,W91
"Dates, Premises",Auto,ShowHideAutoDD,W92
"Dates, Premises",Auto,ShowHideAutoDD,W93
"Contracts, History",Property Rights,List5,G21
"Contracts, History",Unknown,List5,M21
"Contracts, History",Export Subject to Database,"""Listing, Pending Contract, Closed Sale, Appraisal""",G39
"Contracts, History",Customize,ShowHideAutoDD,AC89
"Contracts, History",Hide,ShowHideAutoDD,AD89
"Contracts, History",Hide,ShowHideAutoDD,AE89
"Contracts, History",Hide,ShowHideAutoDD,AF89
"Contracts, History",Hide,ShowHideAutoDD,AG89
"Contracts, History",Contracts_SaleHistoryTable_Toggle,ShowHideAutoDD,Z96
"Contracts, History",Show,ShowHideAutoDD,Z97
"Contracts, History",Show,ShowHideAutoDD,Z98
"Contracts, History",Hide,ShowHideAutoDD,Z99
"Contracts, History",Hide,ShowHideAutoDD,Z100
"Contracts, History",Show,ShowHideAutoDD,Z101
"Contracts, History",Show,ShowHideAutoDD,Z102
"Contracts, History",Show,ShowHideAutoDD,Z103
"Contracts, History",Hide,ShowHideAutoDD,Z104
"Contracts, History",Hide,ShowHideAutoDD,Z105
"Contracts, History",Hide,ShowHideAutoDD,Z106
"Contracts, History",Hide,ShowHideAutoDD,Z107
"Contracts, History",Auto,ShowHideAutoDD,Z108
"Contracts, History",Hide,ShowHideAutoDD,Z109
"Contracts, History",Hide,ShowHideAutoDD,Z110
"Contracts, History",Hide,ShowHideAutoDD,Z111
"Contracts, History",Hide,ShowHideAutoDD,Z112
"Contracts, History",Hide,ShowHideAutoDD,Z113
"Contracts, History",Unknown_Field_AO121,ShowHideAutoDD,AO121
"Contracts, History",Auto,ShowHideAutoDD,AP121
"Contracts, History",Unknown_Field_AL127,ShowHideAutoDD,AL127
"Contracts, History",Show,ShowHideAutoDD,AL128
"Contracts, History",Show,ShowHideAutoDD,AL129
"Contracts, History",Hide,ShowHideAutoDD,AL130
"Contracts, History",Hide,ShowHideAutoDD,AL131
"Contracts, History",Show,ShowHideAutoDD,AL132
"Contracts, History",Show,ShowHideAutoDD,AL133
"Contracts, History",Show,ShowHideAutoDD,AL134
"Contracts, History",Hide,ShowHideAutoDD,AL135
"Contracts, History",Hide,ShowHideAutoDD,AL136
"Contracts, History",Hide,ShowHideAutoDD,AL137
"Contracts, History",Hide,ShowHideAutoDD,AL138
Scope,The intended user(s) of the appraisal is/are the,List30,H17
Scope,A Cost Approach was considered and,"""was, was not""",H72
Scope,A Sales/Direct Comparison Approach was considered and,"""was, was not""",H78
Scope,Is this a 'Land Only' appraisal?,List8,H84
Scope,An Income Approach was considered and,"""was, was not""",H88
Scope,A unit sales approach (Subdivision/Development) was considered and,"""was, was not""",H92
Scope,An Extraordinary Limiting Condition,"""was, was not""",H96
Scope,was not,List115,H98
Scope,Toggle Display,ShowHideAutoDD,P110
Scope,Auto,ShowHideAutoDD,P111
Scope,Auto,ShowHideAutoDD,P112
Scope,Auto,ShowHideAutoDD,P113
Scope,Auto,ShowHideAutoDD,P114
Scope,Auto,ShowHideAutoDD,P115
Scope,Hide,ShowHideAutoDD,P116
Scope,Property Rights,"""Yes,No""",V116
Scope,Auto,ShowHideAutoDD,P117
Scope,Auto,ShowHideAutoDD,P118
Scope,Auto,ShowHideAutoDD,P119
Scope,Cost Approach,"""Applicable,Not Applicable""",Z149
Scope,Not Applicable,"""Yes,No""",AA149
Scope,Sales Comparison Approach,"""Applicable,Not Applicable""",Z150
Scope,Applicable,"""Yes,No""",AA150
Scope,Income Capitalization Approach,"""Applicable,Not Applicable""",Z151
Scope,Applicable,"""Yes,No""",AA151
Scope,Is this an Illinois AMC job?,"""Yes, No""",AY198
Scope,Unknown_Field_AU201,ShowHideAutoDD,AU201
Scope,Auto,ShowHideAutoDD,AU202
Scope,Auto,ShowHideAutoDD,AU203
Scope,Auto,ShowHideAutoDD,AU204
Scope,Auto,ShowHideAutoDD,AU205
Scope,Auto,ShowHideAutoDD,AU206
Scope,Auto,ShowHideAutoDD,AU207
Scope,Auto,ShowHideAutoDD,AU208
Scope,Auto,ShowHideAutoDD,AU209
Scope,Auto,ShowHideAutoDD,AU210
Scope,Auto,ShowHideAutoDD,AU211
Scope,Auto,ShowHideAutoDD,AU212
Scope,Auto,ShowHideAutoDD,AU213
Scope,Certification Required Language,ShowHideAutoDD,AU214
Scope,Auto,ShowHideAutoDD,AU215
Scope,Auto,ShowHideAutoDD,AU216
Scope,Auto,ShowHideAutoDD,AU217
Scope,Auto,ShowHideAutoDD,AU218
Site,Choose Number of Parcels,"""1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20""",AC12
Site,Show,ShowHideAutoDD,AD18
Site,Auto,ShowHideAutoDD,AE18
Site,Auto,ShowHideAutoDD,AF18
Site,Auto,ShowHideAutoDD,AG18
Site,Auto,ShowHideAutoDD,AH18
Site,Auto,ShowHideAutoDD,AI18
Site,Auto,ShowHideAutoDD,AJ18
Site,Auto,ShowHideAutoDD,AK18
Site,Auto,ShowHideAutoDD,AL18
Site,Auto,ShowHideAutoDD,AM18
Site,Auto,ShowHideAutoDD,AN18
Site,Auto,ShowHideAutoDD,AO18
Site,Auto,ShowHideAutoDD,AP18
Site,Auto,ShowHideAutoDD,AQ18
Site,Auto,ShowHideAutoDD,AR18
Site,Auto,ShowHideAutoDD,AS18
Site,Auto,ShowHideAutoDD,AT18
Site,Auto,ShowHideAutoDD,AU18
Site,Auto,ShowHideAutoDD,AV18
Site,Multi-Family|Mobile/Manufactured Home Park,ShowHideAutoDD,A20
Site,Show,ShowHideAutoDD,B20
Site,Show,ShowHideAutoDD,C20
Site,Show,ShowHideAutoDD,D20
Site,Show,ShowHideAutoDD,E20
Site,Show,ShowHideAutoDD,F20
Site,Show,ShowHideAutoDD,G20
Site,Show,ShowHideAutoDD,H20
Site,Show,ShowHideAutoDD,I20
Site,Show,ShowHideAutoDD,J20
Site,Show,ShowHideAutoDD,K20
Site,Show,ShowHideAutoDD,L20
Site,Show,ShowHideAutoDD,R20
Site,Show,ShowHideAutoDD,A21
Site,Hide,ShowHideAutoDD,B21
Site,Hide,ShowHideAutoDD,C21
Site,Hide,ShowHideAutoDD,D21
Site,Hide,ShowHideAutoDD,E21
Site,Hide,ShowHideAutoDD,F21
Site,Hide,ShowHideAutoDD,G21
Site,Hide,ShowHideAutoDD,H21
Site,Hide,ShowHideAutoDD,I21
Site,Hide,ShowHideAutoDD,J21
Site,Hide,ShowHideAutoDD,K21
Site,Hide,ShowHideAutoDD,L21
Site,Hide,"""Show,Hide""",P21
Site,Show,ShowHideAutoDD,R21
Site,Location,"""Sum,Parcel 1,Concatenate,Unique Values""",AA21
Site,Hide,ShowHideAutoDD,A22
Site,Show,ShowHideAutoDD,B22
Site,Show,ShowHideAutoDD,C22
Site,Show,ShowHideAutoDD,D22
Site,Show,ShowHideAutoDD,E22
Site,Show,ShowHideAutoDD,F22
Site,Show,ShowHideAutoDD,G22
Site,Show,ShowHideAutoDD,H22
Site,Show,ShowHideAutoDD,I22
Site,Hide,ShowHideAutoDD,J22
Site,Show,ShowHideAutoDD,K22
Site,Show,ShowHideAutoDD,L22
Site,Show,"""Show,Hide""",P22
Site,Show,ShowHideAutoDD,R22
Site,Land Use,"""Sum,Parcel 1,Concatenate,Unique Values""",AA22
Site,Show,ShowHideAutoDD,A23
Site,Show,ShowHideAutoDD,B23
Site,Show,ShowHideAutoDD,C23
Site,Show,ShowHideAutoDD,D23
Site,Show,ShowHideAutoDD,E23
Site,Show,ShowHideAutoDD,F23
Site,Show,ShowHideAutoDD,G23
Site,Show,ShowHideAutoDD,H23
Site,Show,ShowHideAutoDD,I23
Site,Show,ShowHideAutoDD,J23
Site,Show,ShowHideAutoDD,K23
Site,Show,ShowHideAutoDD,L23
Site,Show,"""Show,Hide""",P23
Site,Show,ShowHideAutoDD,R23
Site,Current Use,"""Sum,Parcel 1,Concatenate,Unique Values""",AA23
Site,Show,ShowHideAutoDD,A24
Site,Hide,ShowHideAutoDD,B24
Site,Auto,ShowHideAutoDD,C24
Site,Auto,ShowHideAutoDD,D24
Site,Auto,ShowHideAutoDD,E24
Site,Auto,ShowHideAutoDD,F24
Site,Auto,ShowHideAutoDD,G24
Site,Auto,ShowHideAutoDD,H24
Site,Auto,ShowHideAutoDD,I24
Site,Hide,ShowHideAutoDD,J24
Site,Auto,ShowHideAutoDD,K24
Site,Auto,ShowHideAutoDD,L24
Site,Auto,"""Show,Hide""",P24
Site,Show,ShowHideAutoDD,R24
Site,Proposed Use,"""Sum,Parcel 1,Concatenate,Unique Values""",AA24
Site,Hide,ShowHideAutoDD,A25
Site,Show,ShowHideAutoDD,B25
Site,Show,ShowHideAutoDD,C25
Site,Show,ShowHideAutoDD,D25
Site,Show,ShowHideAutoDD,E25
Site,Show,ShowHideAutoDD,F25
Site,Show,ShowHideAutoDD,G25
Site,Show,ShowHideAutoDD,H25
Site,Show,ShowHideAutoDD,I25
Site,Show,ShowHideAutoDD,J25
Site,Show,ShowHideAutoDD,K25
Site,Show,ShowHideAutoDD,L25
Site,Show,"""Show,Hide""",P25
Site,Show,ShowHideAutoDD,R25
Site,Highest and Best Use Site as Vacant,"""Sum,Parcel 1,Concatenate,Unique Values""",AA25
Site,Show,ShowHideAutoDD,A26
Site,Hide,ShowHideAutoDD,B26
Site,Hide,ShowHideAutoDD,C26
Site,Hide,ShowHideAutoDD,D26
Site,Hide,ShowHideAutoDD,E26
Site,Hide,ShowHideAutoDD,F26
Site,Hide,ShowHideAutoDD,G26
Site,Hide,ShowHideAutoDD,H26
Site,Hide,ShowHideAutoDD,I26
Site,Hide,ShowHideAutoDD,J26
Site,Hide,ShowHideAutoDD,K26
Site,Hide,ShowHideAutoDD,L26
Site,Hide,"""Show,Hide""",P26
Site,Hide,ShowHideAutoDD,R26
Site,Hide,ShowHideAutoDD,A27
Site,Show,ShowHideAutoDD,B27
Site,Show,ShowHideAutoDD,C27
Site,Show,ShowHideAutoDD,D27
Site,Show,ShowHideAutoDD,E27
Site,Show,ShowHideAutoDD,F27
Site,Show,ShowHideAutoDD,G27
Site,Show,ShowHideAutoDD,H27
Site,Show,ShowHideAutoDD,I27
Site,Show,ShowHideAutoDD,J27
Site,Show,ShowHideAutoDD,K27
Site,Show,ShowHideAutoDD,L27
Site,Show,"""Show,Hide""",P27
Site,Show,ShowHideAutoDD,R27
Site,Show,ShowHideAutoDD,A28
Site,Hide,ShowHideAutoDD,B28
Site,Hide,ShowHideAutoDD,C28
Site,Hide,ShowHideAutoDD,D28
Site,Hide,ShowHideAutoDD,E28
Site,Hide,ShowHideAutoDD,F28
Site,Hide,ShowHideAutoDD,G28
Site,Hide,ShowHideAutoDD,H28
Site,Hide,ShowHideAutoDD,I28
Site,Hide,ShowHideAutoDD,J28
Site,Hide,ShowHideAutoDD,K28
Site,Hide,ShowHideAutoDD,L28
Site,Hide,"""Show,Hide""",P28
Site,Hide,ShowHideAutoDD,R28
Site,Highest and Best Use Comments Site as Improved,"""Sum,Parcel 1,Concatenate,Unique Values""",AA28
Site,Hide,ShowHideAutoDD,A29
Site,Hide,ShowHideAutoDD,B29
Site,Hide,ShowHideAutoDD,C29
Site,Hide,ShowHideAutoDD,D29
Site,Hide,ShowHideAutoDD,E29
Site,Show,ShowHideAutoDD,F29
Site,Show,ShowHideAutoDD,G29
Site,Hide,ShowHideAutoDD,H29
Site,Hide,ShowHideAutoDD,I29
Site,Hide,ShowHideAutoDD,J29
Site,Hide,ShowHideAutoDD,K29
Site,Show,ShowHideAutoDD,L29
Site,Hide,"""Show,Hide""",P29
Site,Show,ShowHideAutoDD,R29
Site,Traffic Count (Primary Frontage),"""Sum,Parcel 1,Concatenate,Unique Values""",AA29
Site,Hide,ShowHideAutoDD,A30
Site,Hide,ShowHideAutoDD,B30
Site,Hide,ShowHideAutoDD,C30
Site,Hide,ShowHideAutoDD,D30
Site,Hide,ShowHideAutoDD,E30
Site,Show,ShowHideAutoDD,F30
Site,Show,ShowHideAutoDD,G30
Site,Hide,ShowHideAutoDD,H30
Site,Hide,ShowHideAutoDD,I30
Site,Hide,ShowHideAutoDD,J30
Site,Hide,ShowHideAutoDD,K30
Site,Hide,ShowHideAutoDD,L30
Site,Hide,"""Show,Hide""",P30
Site,Show,ShowHideAutoDD,R30
Site,Traffic Count (Secondary Frontage),"""Sum,Parcel 1,Concatenate,Unique Values""",AA30
Site,Hide,ShowHideAutoDD,A31
Site,Hide,ShowHideAutoDD,B31
Site,Hide,ShowHideAutoDD,C31
Site,Hide,ShowHideAutoDD,D31
Site,Hide,ShowHideAutoDD,E31
Site,Show,ShowHideAutoDD,F31
Site,Show,ShowHideAutoDD,G31
Site,Hide,ShowHideAutoDD,H31
Site,Hide,ShowHideAutoDD,I31
Site,Hide,ShowHideAutoDD,J31
Site,Hide,ShowHideAutoDD,K31
Site,Hide,ShowHideAutoDD,L31
Site,Hide,"""Show,Hide""",P31
Site,Show,ShowHideAutoDD,R31
Site,Traffic Count (Tertiary Frontage),"""Sum,Parcel 1,Concatenate,Unique Values""",AA31
Site,Hide,ShowHideAutoDD,A32
Site,Hide,ShowHideAutoDD,B32
Site,Hide,ShowHideAutoDD,C32
Site,Hide,ShowHideAutoDD,D32
Site,Hide,ShowHideAutoDD,E32
Site,Show,ShowHideAutoDD,F32
Site,Show,ShowHideAutoDD,G32
Site,Hide,ShowHideAutoDD,H32
Site,Hide,ShowHideAutoDD,I32
Site,Hide,ShowHideAutoDD,J32
Site,Hide,ShowHideAutoDD,K32
Site,Show,ShowHideAutoDD,L32
Site,Hide,"""Show,Hide""",P32
Site,Show,ShowHideAutoDD,R32
Site,Traffic Count Date,"""Sum,Parcel 1,Concatenate,Unique Values""",AA32
Site,Hide,ShowHideAutoDD,A33
Site,Show,ShowHideAutoDD,B33
Site,Show,ShowHideAutoDD,C33
Site,Show,ShowHideAutoDD,D33
Site,Show,ShowHideAutoDD,E33
Site,Show,ShowHideAutoDD,F33
Site,Show,ShowHideAutoDD,G33
Site,Show,ShowHideAutoDD,H33
Site,Show,ShowHideAutoDD,I33
Site,Show,ShowHideAutoDD,J33
Site,Show,ShowHideAutoDD,K33
Site,Show,ShowHideAutoDD,L33
Site,Show,"""Show,Hide""",P33
Site,Show,ShowHideAutoDD,R33
Site,Legal Description,"""Sum,Parcel 1,Concatenate,Unique Values""",AA33
Site,Show,ShowHideAutoDD,A34
Site,Hide,ShowHideAutoDD,B34
Site,Hide,ShowHideAutoDD,C34
Site,Hide,ShowHideAutoDD,D34
Site,Hide,ShowHideAutoDD,E34
Site,Hide,ShowHideAutoDD,F34
Site,Hide,ShowHideAutoDD,G34
Site,Hide,ShowHideAutoDD,H34
Site,Hide,ShowHideAutoDD,I34
Site,Hide,ShowHideAutoDD,J34
Site,Hide,ShowHideAutoDD,K34
Site,Hide,ShowHideAutoDD,L34
Site,Hide,"""Show,Hide""",P34
Site,Hide,ShowHideAutoDD,R34
Site,Hide,ShowHideAutoDD,A35
Site,Show,ShowHideAutoDD,B35
Site,Show,ShowHideAutoDD,C35
Site,Show,ShowHideAutoDD,D35
Site,Show,ShowHideAutoDD,E35
Site,Show,ShowHideAutoDD,F35
Site,Show,ShowHideAutoDD,G35
Site,Show,ShowHideAutoDD,H35
Site,Show,ShowHideAutoDD,I35
Site,Show,ShowHideAutoDD,J35
Site,Show,ShowHideAutoDD,K35
Site,Show,ShowHideAutoDD,L35
Site,Show,"""Show,Hide""",P35
Site,Show,ShowHideAutoDD,R35
Site,Map Latitude,"""Sum,Parcel 1,Concatenate,Unique Values""",AA35
Site,Show,ShowHideAutoDD,A36
Site,Show,ShowHideAutoDD,B36
Site,Show,ShowHideAutoDD,C36
Site,Show,ShowHideAutoDD,D36
Site,Show,ShowHideAutoDD,E36
Site,Show,ShowHideAutoDD,F36
Site,Show,ShowHideAutoDD,G36
Site,Show,ShowHideAutoDD,H36
Site,Show,ShowHideAutoDD,I36
Site,Show,ShowHideAutoDD,J36
Site,Show,ShowHideAutoDD,K36
Site,Show,ShowHideAutoDD,L36
Site,Show,"""Show,Hide""",P36
Site,Show,ShowHideAutoDD,R36
Site,Map Longitude,"""Sum,Parcel 1,Concatenate,Unique Values""",AA36
Site,Show,ShowHideAutoDD,A37
Site,Hide,ShowHideAutoDD,B37
Site,Hide,ShowHideAutoDD,C37
Site,Hide,ShowHideAutoDD,D37
Site,Hide,ShowHideAutoDD,E37
Site,Hide,ShowHideAutoDD,F37
Site,Hide,ShowHideAutoDD,G37
Site,Hide,ShowHideAutoDD,H37
Site,Hide,ShowHideAutoDD,I37
Site,Hide,ShowHideAutoDD,J37
Site,Hide,ShowHideAutoDD,K37
Site,Hide,ShowHideAutoDD,L37
Site,Hide,"""Show,Hide""",P37
Site,Hide,ShowHideAutoDD,R37
Site,Hide,ShowHideAutoDD,A38
Site,Show,ShowHideAutoDD,B38
Site,Show,ShowHideAutoDD,C38
Site,Show,ShowHideAutoDD,D38
Site,Show,ShowHideAutoDD,E38
Site,Show,ShowHideAutoDD,F38
Site,Show,ShowHideAutoDD,G38
Site,Show,ShowHideAutoDD,H38
Site,Show,ShowHideAutoDD,I38
Site,Show,ShowHideAutoDD,J38
Site,Show,ShowHideAutoDD,K38
Site,Show,ShowHideAutoDD,L38
Site,Show,"""Show,Hide""",P38
Site,Show,ShowHideAutoDD,R38
Site,Gross Land Area (Sq Ft),"""Sum,Parcel 1,Concatenate,Unique Values""",AA38
Site,Show,ShowHideAutoDD,A39
Site,Show,ShowHideAutoDD,B39
Site,Show,ShowHideAutoDD,C39
Site,Show,ShowHideAutoDD,D39
Site,Show,ShowHideAutoDD,E39
Site,Show,ShowHideAutoDD,F39
Site,Show,ShowHideAutoDD,G39
Site,Show,ShowHideAutoDD,H39
Site,Show,ShowHideAutoDD,I39
Site,Show,ShowHideAutoDD,J39
Site,Show,ShowHideAutoDD,K39
Site,Show,ShowHideAutoDD,L39
Site,Show,"""Show,Hide""",P39
Site,Show,ShowHideAutoDD,R39
Site,Gross Land Area (Acres),"""Sum,Parcel 1,Concatenate,Unique Values""",AA39
Site,Show,ShowHideAutoDD,A40
Site,Hide,ShowHideAutoDD,B40
Site,Auto,ShowHideAutoDD,C40
Site,Auto,ShowHideAutoDD,D40
Site,Auto,ShowHideAutoDD,E40
Site,Auto,ShowHideAutoDD,F40
Site,Auto,ShowHideAutoDD,G40
Site,Auto,ShowHideAutoDD,H40
Site,Auto,ShowHideAutoDD,I40
Site,Hide,ShowHideAutoDD,J40
Site,Auto,ShowHideAutoDD,K40
Site,Auto,ShowHideAutoDD,L40
Site,Auto,"""Show,Hide""",P40
Site,Show,ShowHideAutoDD,R40
Site,Excess Land Area (Sq Ft),"""Sum,Parcel 1,Concatenate,Unique Values""",AA40
Site,Hide,ShowHideAutoDD,A41
Site,Hide,ShowHideAutoDD,B41
Site,Auto,ShowHideAutoDD,C41
