Tab Name,Field Name,Named Range,Input,Calculated,Dropdown,Formula Type,Data Type,Row Hidden,Column Hidden,Notes,Cell Ref
File Info,Unknown_Field_A42,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A42
File Info,Unknown_Field_A43,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A43
File Info,Unknown_Field_A44,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A44
File Info,Unknown_Field_A45,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A45
File Info,Unknown_Field_A46,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A46
File Info,Unknown_Field_A47,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A47
File Info,Unknown_Field_A48,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A48
File Info,Unknown_Field_A49,,Yes,No,No,,s,No,No,,A49
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A50
File Info,Workbook Set Up,,Yes,No,Yes,,s,No,No,,M50
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A51
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A52
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A53
File Info,VeryHidden,,Yes,No,No,,s,No,No,,H53
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A54
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A55
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A56
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A57
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A58
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A59
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A60
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A61
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A62
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A63
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A64
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A65
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A66
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A67
File Info,VeryHidden,,Yes,No,No,,s,No,No,,H67
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A68
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A69
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A70
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A71
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A72
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A73
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A74
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A75
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A76
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A77
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A78
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A79
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A80
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A81
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A82
File Info,Property Name,,Yes,No,No,,s,No,No,,I87
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A88
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I88
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A89
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I89
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A90
File Info,VeryHidden,,Yes,No,No,,s,No,No,,F90
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I90
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A91
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I91
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A92
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I92
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A93
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I93
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A94
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I94
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A95
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I95
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A96
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I96
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A97
File Info,Hide,,No,Yes,No,Calculation,f,No,No,,I97
File Info,VeryHidden,,Yes,No,No,,s,No,No,,A98
File Info,Hide,,No,Yes,No,Conditional,f,No,No,,I98
File Info,Property Major Type,,Yes,No,Yes,,s,No,No,,I100
File Info,Property Type,,Yes,No,Yes,,s,No,No,,I102
File Info,,,Yes,No,No,,f,No,No,,V102
File Info,Is there Multi-Family Affordable?,,Yes,No,Yes,,s,No,No,,U104
File Info,Owner Name,,Yes,No,No,,s,No,No,,I108
File Info,Is this a Market Study?,,Yes,No,Yes,,s,No,No,,U108
File Info,Address,,Yes,No,No,,s,No,No,,I110
File Info,City,,Yes,No,No,,s,No,No,,I112
File Info,Full Address,,No,Yes,No,Conditional,f,No,No,,T112
File Info,County,,Yes,No,No,,s,No,No,,I114
File Info,Market Analysis Address Overwrite,,Yes,No,No,,s,No,No,,V114
File Info,Country,,Yes,No,Yes,,s,No,No,,I116
File Info,State Abbreviation,,Yes,No,No,,s,No,No,,I118
File Info,State Name,,No,Yes,No,Lookup,f,No,No,,I120
File Info,Zip/Postal Code,,Yes,No,No,,s,No,No,,I122
File Info,Census Tract,,Yes,No,No,,s,No,No,,I124
File Info,Census Block,,Yes,No,No,,s,No,No,,I126
File Info,CBSA Name,,Yes,No,No,,s,No,No,,I130
File Info,Market,,Yes,No,No,,s,No,No,,I132
File Info,Sub Market,,Yes,No,No,,s,No,No,,I134
File Info,Unknown_Field_A140,,Yes,No,No,,s,No,No,,A140
File Info,VeryHidden,,Yes,No,No,,s,No,No,,F140
File Info,This row hidden by default,,Yes,No,No,,s,No,No,,N140
File Info,Client 1 File Number,,Yes,No,No,,s,No,No,,L142
File Info,Salutation,,No,Yes,No,Conditional,f,No,No,,R146
File Info,First Last,,No,Yes,No,Calculation,f,No,No,,I154
File Info,Client Display Name,,No,Yes,No,Conditional,f,No,No,,I158
File Info,Title,,Yes,No,No,,s,No,No,,I160
File Info,Address2,,Yes,No,No,,s,No,No,,I164
File Info,Do Client Appraisal Requirements apply?,,Yes,No,Yes,,s,No,No,,I184
File Info,Is FIRREA Language required?,,Yes,No,Yes,,s,No,No,,I186
File Info,Second Client Information,,Yes,No,Yes,,s,No,No,,M190
File Info,Unknown_Field_A192,,Yes,No,No,,s,No,No,,A192
File Info,VeryHidden,,Yes,No,No,,s,No,No,,F192
File Info,This row hidden by default,,Yes,No,No,,s,No,No,,N192
File Info,VeryHidden,,No,Yes,No,Calculation,f,No,No,,A193
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A194
File Info,Client 2 File Number,,Yes,No,No,,s,No,No,,K194
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A195
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A196
File Info,Company Name,,No,Yes,No,Lookup,f,No,No,,I196
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A197
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A198
File Info,Salutation,,No,Yes,No,Lookup,f,No,No,,I198
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A199
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A200
File Info,First Name,,No,Yes,No,Lookup,f,No,No,,I200
File Info,Unknown_Field_A201,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A201
File Info,Unknown_Field_A202,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A202
File Info,Middle Name,,No,Yes,No,Lookup,f,No,No,,I202
File Info,Unknown_Field_A203,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A203
File Info,Unknown_Field_A204,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A204
File Info,Last Name,,No,Yes,No,Lookup,f,No,No,,I204
File Info,Unknown_Field_A205,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A205
File Info,Unknown_Field_A206,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A206
File Info,Designation,,No,Yes,No,Lookup,f,No,No,,I206
File Info,Unknown_Field_A207,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A207
File Info,Unknown_Field_A208,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A208
File Info,Display Name,,No,Yes,No,Conditional,f,No,No,,I208
File Info,Unknown_Field_A209,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A209
File Info,Unknown_Field_A210,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A210
File Info,Title,,No,Yes,No,Lookup,f,No,No,,I210
File Info,Unknown_Field_A211,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A211
File Info,Unknown_Field_A212,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A212
File Info,Address,,No,Yes,No,Lookup,f,No,No,,I212
File Info,Unknown_Field_A213,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A213
File Info,Unknown_Field_A214,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A214
File Info,Address2,,No,Yes,No,Lookup,f,No,No,,I214
File Info,Unknown_Field_A215,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A215
File Info,Unknown_Field_A216,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A216
File Info,City,,No,Yes,No,Lookup,f,No,No,,I216
File Info,Unknown_Field_A217,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A217
File Info,Unknown_Field_A218,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A218
File Info,State/Province,,No,Yes,No,Lookup,f,No,No,,I218
File Info,Unknown_Field_A219,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A219
File Info,Unknown_Field_A220,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A220
File Info,Zip/Postal Code,,No,Yes,No,Lookup,f,No,No,,I220
File Info,Unknown_Field_A221,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A221
File Info,Unknown_Field_A222,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A222
File Info,Country,,No,Yes,No,Lookup,f,No,No,,I222
File Info,Unknown_Field_A223,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A223
File Info,Unknown_Field_A224,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A224
File Info,Phone Number,,No,Yes,No,Lookup,f,No,No,,I224
File Info,Unknown_Field_A225,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A225
File Info,Unknown_Field_A226,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A226
File Info,Phone Number2,,No,Yes,No,Lookup,f,No,No,,I226
File Info,Unknown_Field_A227,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A227
File Info,Unknown_Field_A228,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A228
File Info,Fax Number,,No,Yes,No,Lookup,f,No,No,,I228
File Info,Unknown_Field_A229,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A229
File Info,Unknown_Field_A230,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A230
File Info,E-mail,,No,Yes,No,Lookup,f,No,No,,I230
File Info,Unknown_Field_A231,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A231
File Info,Unknown_Field_A232,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A232
File Info,Web Site,,No,Yes,No,Lookup,f,No,No,,I232
File Info,Unknown_Field_A233,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A233
File Info,Unknown_Field_A234,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A234
File Info,Property Contact Information,,Yes,No,Yes,,s,No,No,,M236
File Info,Unknown_Field_A238,,Yes,No,No,,s,No,No,,A238
File Info,VeryHidden,,Yes,No,No,,s,No,No,,F238
File Info,VeryHidden,,No,Yes,No,Calculation,f,No,No,,A239
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A240
File Info,Title,,No,Yes,No,Lookup,f,No,No,,I240
File Info,Title,,Yes,No,No,,s,No,No,,K240
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A241
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A242
File Info,Company Name,,No,Yes,No,Lookup,f,No,No,,I242
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A243
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A244
File Info,Salutation,,No,Yes,No,Lookup,f,No,No,,I244
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A245
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A246
File Info,First Name,,No,Yes,No,Lookup,f,No,No,,I246
File Info,Unknown_Field_A247,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A247
File Info,Unknown_Field_A248,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A248
File Info,Middle Name,,No,Yes,No,Lookup,f,No,No,,I248
File Info,Unknown_Field_A249,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A249
File Info,Unknown_Field_A250,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A250
File Info,Last Name,,No,Yes,No,Lookup,f,No,No,,I250
File Info,Unknown_Field_A251,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A251
File Info,Unknown_Field_A252,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A252
File Info,First Last,,No,Yes,No,Calculation,f,No,No,,I252
File Info,Unknown_Field_A253,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A253
File Info,Unknown_Field_A254,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A254
File Info,Address,,No,Yes,No,Lookup,f,No,No,,I254
File Info,Unknown_Field_A255,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A255
File Info,Unknown_Field_A256,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A256
File Info,Address2,,No,Yes,No,Lookup,f,No,No,,I256
File Info,Unknown_Field_A257,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A257
File Info,Unknown_Field_A258,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A258
File Info,City,,No,Yes,No,Lookup,f,No,No,,I258
File Info,Unknown_Field_A259,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A259
File Info,Unknown_Field_A260,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A260
File Info,State/Province,,No,Yes,No,Lookup,f,No,No,,I260
File Info,Unknown_Field_A261,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A261
File Info,Unknown_Field_A262,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A262
File Info,Zip/Postal Code,,No,Yes,No,Lookup,f,No,No,,I262
File Info,Unknown_Field_A263,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A263
File Info,Unknown_Field_A264,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A264
File Info,Phone Number,,No,Yes,No,Lookup,f,No,No,,I264
File Info,Unknown_Field_A265,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A265
File Info,Unknown_Field_A266,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A266
File Info,Phone Number2,,No,Yes,No,Lookup,f,No,No,,I266
File Info,Unknown_Field_A267,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A267
File Info,Unknown_Field_A268,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A268
File Info,E-mail,,No,Yes,No,Lookup,f,No,No,,I268
File Info,Unknown_Field_A269,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A269
File Info,Unknown_Field_A270,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A270
File Info,Unknown_Field_A271,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A271
File Info,First Appraiser Information,,Yes,No,Yes,,s,No,No,,M273
File Info,Unknown_Field_A275,,Yes,No,No,,s,No,No,,A275
File Info,VeryHidden,,Yes,No,No,,s,No,No,,F275
File Info,This row hidden by default,,No,Yes,No,Calculation,f,No,No,,H275
File Info,VeryHidden,,No,Yes,No,Calculation,f,No,No,,A276
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A277
File Info,"If needed, Refresh Data with Appraiser Button in Top-Left of Ribbon.",,No,Yes,No,Calculation,f,No,No,,Q277
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A278
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A279
File Info,Display Name,,No,Yes,No,Conditional,f,No,No,,I279
File Info,"If needed, Refresh Data with Appraiser Button in Top-Left of Ribbon.",,No,Yes,No,Calculation,f,No,No,,Q279
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A280
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A281
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A282
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A283
File Info,Unknown_Field_A284,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A284
File Info,Unknown_Field_A285,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A285
File Info,Unknown_Field_A286,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A286
File Info,Unknown_Field_A287,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A287
File Info,First Last,,No,Yes,No,Calculation,f,No,No,,I287
File Info,Unknown_Field_A288,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A288
File Info,Unknown_Field_A289,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A289
File Info,Unknown_Field_A290,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A290
File Info,Unknown_Field_A291,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A291
File Info,Unknown_Field_A292,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A292
File Info,Unknown_Field_A293,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A293
File Info,Unknown_Field_A294,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A294
File Info,Unknown_Field_A295,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A295
File Info,Unknown_Field_A296,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A296
File Info,Unknown_Field_A297,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A297
File Info,Certification State,,No,Yes,Yes,Lookup,f,No,No,,I297
File Info,Unknown_Field_A298,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A298
File Info,Unknown_Field_A299,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A299
File Info,Unknown_Field_A300,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A300
File Info,Unknown_Field_A301,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A301
File Info,Unknown_Field_A302,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A302
File Info,Unknown_Field_A303,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A303
File Info,Unknown_Field_A304,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A304
File Info,Unknown_Field_A305,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A305
File Info,Unknown_Field_A306,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A306
File Info,Unknown_Field_A307,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A307
File Info,Appraiser Inspection,,Yes,No,Yes,,s,No,No,,I307
File Info,Unknown_Field_A308,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A308
File Info,Unknown_Field_A309,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A309
File Info,Appraiser Inspection Date,,No,Yes,No,Conditional,f,No,No,,I309
File Info,Unknown_Field_A310,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A310
File Info,Unknown_Field_A311,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A311
File Info,Unknown_Field_A312,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A312
File Info,Unknown_Field_A313,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A313
File Info,,,No,Yes,No,Lookup,f,No,No,,U313
File Info,Unknown_Field_A314,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A314
File Info,Unknown_Field_V314,,Yes,No,No,,s,No,No,,V314
File Info,within the three-year period immediately preceding acceptance of this assignment for,,No,Yes,No,Lookup,f,No,No,,W314
File Info,within the three-year period immediately preceding acceptance of this assignment for,,No,Yes,No,Conditional,f,No,No,,X314
File Info,Unknown_Field_A315,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A315
File Info,N1_txtAppraiser1PriorServices >,,No,Yes,No,Conditional,f,No,No,,U315
File Info,Unknown_Field_A316,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A316
File Info,Appraisal Firm,,Yes,No,Yes,,s,No,No,,M319
File Info,Unknown_Field_A321,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A321
File Info,Unknown_Field_A322,,No,Yes,No,Calculation,f,No,No,,A322
File Info,Unknown_Field_A323,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A323
File Info,Unknown_Field_A324,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A324
File Info,Unknown_Field_A325,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A325
File Info,Unknown_Field_A326,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A326
File Info,Unknown_Field_A327,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A327
File Info,Unknown_Field_A328,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A328
File Info,Unknown_Field_A329,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A329
File Info,Unknown_Field_A330,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A330
File Info,Unknown_Field_A331,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A331
File Info,Unknown_Field_A332,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A332
File Info,Unknown_Field_A333,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A333
File Info,Unknown_Field_A334,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A334
File Info,Unknown_Field_A335,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A335
File Info,Unknown_Field_A336,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A336
File Info,Unknown_Field_A337,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A337
File Info,Unknown_Field_A338,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A338
File Info,Unknown_Field_A339,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A339
File Info,Unknown_Field_A340,,No,Yes,No,PassThrough,f,No,No,[PASS-THROUGH],A340
