Tab Name,Field Name,Named Range,Input,Calculated,Dropdown,Formula Type,Data Type,Row Hidden,Column Hidden,Notes,Cell Ref
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A22
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A23
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A24
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A25
File Info,VeryHidden,,No,Yes,No,Calculation,f,Yes,Yes,[HIDDEN CELL],A28
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A29
File Info,Invoice Information,,Yes,No,Yes,,s,Yes,No,[HIDDEN CELL],M29
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A30
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A31
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A32
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A33
File Info,Unknown_Field_A34,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A34
File Info,Unknown_Field_A35,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A35
File Info,Unknown_Field_A36,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A36
File Info,Unknown_Field_A37,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A37
File Info,Unknown_Field_A38,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A38
File Info,Unknown_Field_A39,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A39
File Info,Unknown_Field_A40,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A40
File Info,Unknown_Field_A41,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A41
File Info,Unknown_Field_A42,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A42
File Info,Unknown_Field_A43,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A43
File Info,Unknown_Field_A44,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A44
File Info,Unknown_Field_A45,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A45
File Info,Unknown_Field_A46,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A46
File Info,Unknown_Field_A47,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A47
File Info,Unknown_Field_A48,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A48
File Info,Unknown_Field_A49,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A49
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A50
File Info,Workbook Set Up,,Yes,No,Yes,,s,Yes,No,[HIDDEN CELL],M50
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A51
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A52
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A53
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],H53
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A54
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A55
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A56
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A57
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A58
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A59
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A60
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A61
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A62
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A63
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A64
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A65
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A66
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A67
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],H67
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A68
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A69
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A70
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A71
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A72
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A73
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A74
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A75
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A76
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A77
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A78
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A79
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A80
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A81
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A82
File Info,Property Name,,Yes,No,No,,s,No,No,,I87
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A88
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I88
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A89
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I89
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A90
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],F90
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I90
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A91
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I91
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A92
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I92
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A93
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I93
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A94
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I94
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A95
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I95
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A96
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I96
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A97
File Info,Hide,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I97
File Info,VeryHidden,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A98
File Info,Hide,,No,Yes,No,Conditional,f,Yes,No,[HIDDEN CELL],I98
File Info,Property Major Type,,Yes,No,Yes,,s,No,No,,I100
File Info,Property Type,,Yes,No,Yes,,s,No,No,,I102
File Info,,,Yes,No,No,,f,No,No,,V102
File Info,Is there Multi-Family Affordable?,,Yes,No,Yes,,s,No,No,,U104
File Info,Owner Name,,Yes,No,No,,s,No,No,,I108
File Info,Is this a Market Study?,,Yes,No,Yes,,s,No,No,,U108
File Info,Address,,Yes,No,No,,s,No,No,,I110
File Info,City,,Yes,No,No,,s,No,No,,I112
File Info,Full Address,,No,Yes,No,Conditional,f,No,Yes,[HIDDEN CELL],T112
File Info,County,,Yes,No,No,,s,No,No,,I114
File Info,Market Analysis Address Overwrite,,Yes,No,No,,s,No,No,,V114
File Info,Country,,Yes,No,Yes,,s,No,No,,I116
File Info,State Abbreviation,,Yes,No,No,,s,No,No,,I118
File Info,State Name,,No,Yes,No,Lookup,f,No,No,,I120
File Info,Zip/Postal Code,,Yes,No,No,,s,No,No,,I122
File Info,Census Tract,,Yes,No,No,,s,No,No,,I124
File Info,Census Block,,Yes,No,No,,s,No,No,,I126
File Info,CBSA Name,,Yes,No,No,,s,No,No,,I130
File Info,Market,,Yes,No,No,,s,No,No,,I132
File Info,Sub Market,,Yes,No,No,,s,No,No,,I134
File Info,Unknown_Field_A140,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A140
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],F140
File Info,This row hidden by default,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],N140
File Info,Client 1 File Number,,Yes,No,No,,s,No,No,,L142
File Info,Salutation,,No,Yes,No,Conditional,f,No,No,,R146
File Info,First Last,,No,Yes,No,Calculation,f,No,No,,I154
File Info,Client Display Name,,No,Yes,No,Conditional,f,No,No,,I158
File Info,Title,,Yes,No,No,,s,No,No,,I160
File Info,Address2,,Yes,No,No,,s,No,No,,I164
File Info,Do Client Appraisal Requirements apply?,,Yes,No,Yes,,s,No,No,,I184
File Info,Is FIRREA Language required?,,Yes,No,Yes,,s,No,No,,I186
File Info,Second Client Information,,Yes,No,Yes,,s,No,No,,M190
File Info,Unknown_Field_A192,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A192
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],F192
File Info,This row hidden by default,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],N192
File Info,VeryHidden,,No,Yes,No,Calculation,f,Yes,Yes,[HIDDEN CELL],A193
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A194
File Info,Client 2 File Number,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],K194
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A195
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A196
File Info,Company Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I196
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A197
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A198
File Info,Salutation,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I198
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A199
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A200
File Info,First Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I200
File Info,Unknown_Field_A201,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A201
File Info,Unknown_Field_A202,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A202
File Info,Middle Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I202
File Info,Unknown_Field_A203,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A203
File Info,Unknown_Field_A204,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A204
File Info,Last Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I204
File Info,Unknown_Field_A205,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A205
File Info,Unknown_Field_A206,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A206
File Info,Designation,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I206
File Info,Unknown_Field_A207,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A207
File Info,Unknown_Field_A208,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A208
File Info,Display Name,,No,Yes,No,Conditional,f,Yes,No,[HIDDEN CELL],I208
File Info,Unknown_Field_A209,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A209
File Info,Unknown_Field_A210,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A210
File Info,Title,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I210
File Info,Unknown_Field_A211,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A211
File Info,Unknown_Field_A212,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A212
File Info,Address,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I212
File Info,Unknown_Field_A213,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A213
File Info,Unknown_Field_A214,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A214
File Info,Address2,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I214
File Info,Unknown_Field_A215,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A215
File Info,Unknown_Field_A216,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A216
File Info,City,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I216
File Info,Unknown_Field_A217,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A217
File Info,Unknown_Field_A218,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A218
File Info,State/Province,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I218
File Info,Unknown_Field_A219,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A219
File Info,Unknown_Field_A220,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A220
File Info,Zip/Postal Code,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I220
File Info,Unknown_Field_A221,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A221
File Info,Unknown_Field_A222,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A222
File Info,Country,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I222
File Info,Unknown_Field_A223,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A223
File Info,Unknown_Field_A224,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A224
File Info,Phone Number,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I224
File Info,Unknown_Field_A225,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A225
File Info,Unknown_Field_A226,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A226
File Info,Phone Number2,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I226
File Info,Unknown_Field_A227,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A227
File Info,Unknown_Field_A228,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A228
File Info,Fax Number,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I228
File Info,Unknown_Field_A229,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A229
File Info,Unknown_Field_A230,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A230
File Info,E-mail,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I230
File Info,Unknown_Field_A231,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A231
File Info,Unknown_Field_A232,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A232
File Info,Web Site,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I232
File Info,Unknown_Field_A233,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A233
File Info,Unknown_Field_A234,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A234
File Info,Property Contact Information,,Yes,No,Yes,,s,No,No,,M236
File Info,Unknown_Field_A238,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A238
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],F238
File Info,VeryHidden,,No,Yes,No,Calculation,f,Yes,Yes,[HIDDEN CELL],A239
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A240
File Info,Title,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I240
File Info,Title,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],K240
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A241
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A242
File Info,Company Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I242
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A243
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A244
File Info,Salutation,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I244
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A245
File Info,VeryHidden,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A246
File Info,First Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I246
File Info,Unknown_Field_A247,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A247
File Info,Unknown_Field_A248,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A248
File Info,Middle Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I248
File Info,Unknown_Field_A249,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A249
File Info,Unknown_Field_A250,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A250
File Info,Last Name,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I250
File Info,Unknown_Field_A251,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A251
File Info,Unknown_Field_A252,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A252
File Info,First Last,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],I252
File Info,Unknown_Field_A253,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A253
File Info,Unknown_Field_A254,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A254
File Info,Address,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I254
File Info,Unknown_Field_A255,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A255
File Info,Unknown_Field_A256,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A256
File Info,Address2,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I256
File Info,Unknown_Field_A257,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A257
File Info,Unknown_Field_A258,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A258
File Info,City,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I258
File Info,Unknown_Field_A259,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A259
File Info,Unknown_Field_A260,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A260
File Info,State/Province,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I260
File Info,Unknown_Field_A261,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A261
File Info,Unknown_Field_A262,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A262
File Info,Zip/Postal Code,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I262
File Info,Unknown_Field_A263,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A263
File Info,Unknown_Field_A264,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A264
File Info,Phone Number,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I264
File Info,Unknown_Field_A265,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A265
File Info,Unknown_Field_A266,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A266
File Info,Phone Number2,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I266
File Info,Unknown_Field_A267,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A267
File Info,Unknown_Field_A268,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A268
File Info,E-mail,,No,Yes,No,Lookup,f,Yes,No,[HIDDEN CELL],I268
File Info,Unknown_Field_A269,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A269
File Info,Unknown_Field_A270,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A270
File Info,Unknown_Field_A271,,No,Yes,No,PassThrough,f,Yes,Yes,[HIDDEN CELL] | [PASS-THROUGH],A271
File Info,First Appraiser Information,,Yes,No,Yes,,s,No,No,,M273
File Info,Unknown_Field_A275,,Yes,No,No,,s,Yes,Yes,[HIDDEN CELL],A275
File Info,VeryHidden,,Yes,No,No,,s,Yes,No,[HIDDEN CELL],F275
File Info,This row hidden by default,,No,Yes,No,Calculation,f,Yes,No,[HIDDEN CELL],H275
File Info,VeryHidden,,No,Yes,No,Calculation,f,No,Yes,[HIDDEN CELL],A276
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,Yes,[HIDDEN CELL] | [PASS-THROUGH],A277
File Info,"If needed, Refresh Data with Appraiser Button in Top-Left of Ribbon.",,No,Yes,No,Calculation,f,No,No,,Q277
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,Yes,[HIDDEN CELL] | [PASS-THROUGH],A278
File Info,VeryHidden,,No,Yes,No,PassThrough,f,No,Yes,[HIDDEN CELL] | [PASS-THROUGH],A279
File Info,Display Name,,No,Yes,No,Conditional,f,No,No,,I279
File Info,"If needed, Refresh Data with Appraiser Button in Top-Left of Ribbon.",,No,Yes,No,Calculation,f,No,No,,Q279
